id_institucion,id_comuna,nombre_institucion,nivel,afiliacion_institucion
12759,315,Colegio Proyeccion Siglo Xxi,Basico/Medio,Publica
12760,315,Colegio Juan Xxiii,Basico/Medio,Publica
12761,315,Blas Pascal School,Basico/Medio,Privada
12762,315,Jardin Infantil `Espiguita`,Basico/Medio,Privada
12763,315,Colegio Shaddai,Basico/Medio,Publica
12764,315,Colegio Adolfo Kolping,Basico/Medio,Publica
12765,315,Colegio San Marcos,Basico/Medio,Publica
12766,315,Green Country School,Basico/Medio,Publica
12767,315,Colegio San Nicolas,Basico/Medio,Privada
12768,315,Liceo Nuestra Señora De Lourdes,Basico/Medio,Publica
12769,315,Colegio Luis Pasteur,Basico/Medio,Publica
12770,315,Liceo De Adultos Crecer Osorno,Basico/Medio,Publica
12771,315,Colegio San Miguel,Basico/Medio,Publica
12772,315,Escuela-Taller Para Autistas `Bernard Rimland`,Basico/Medio,Publica
12773,315,Escuela Especial De Lenguaje Kaukalem,Basico/Medio,Publica
12774,315,Colegio Pablo Neruda,Basico/Medio,Privada
12775,315,Jardin Infantil Minimundo,Basico/Medio,Privada
12776,315,Escuela De Parvulos `Adriclaus`,Basico/Medio,Privada
12777,315,Escuela Particular Delia Dominguez,Basico/Medio,Publica
12778,315,Colegio San Andres,Basico/Medio,Publica
12779,315,Colegio Tecnico Profesional Santa Teresa De Los Andes,Basico/Medio,Publica
12780,315,Escuela De Trastornos De La Comunicacion `Alexandria`,Basico/Medio,Publica
12781,315,Centro Educacional De Adultos Diego Portales,Basico/Medio,Publica
12782,315,Colegio Creacion Osorno,Basico/Medio,Privada
12783,315,Liceo Comercial Bartolome De Las Casas,Basico/Medio,Privada
12784,315,Jardin Infantil Manitos Traviesas,Basico/Medio,Publica
12785,315,Universal College,Basico/Medio,Privada
12786,315,The Mission College,Basico/Medio,Publica
12787,315,Liceo Tecnologico Luz De Las Naciones,Basico/Medio,Privada
12788,315,Jardin Infantil `Palabras Magicas`,Basico/Medio,Publica
12789,315,Liceo De Administracion Y Comercio San Sebastian,Basico/Medio,Publica
12790,315,Centro Educ. Ens. Bas.Colegio Kalem,Basico/Medio,Privada
12791,315,Liceo Technos Ii,Basico/Medio,Privada
12792,315,Colegio Tecnico Prof. Nuestra Senora De Lourd,Basico/Medio,Privada
12793,315,Colegio Inmaculado Corazon De Maria,Basico/Medio,Publica
12794,315,Colegio Sur Educa Osorno,Basico/Medio,Publica
12795,315,Escuela Especial De Lenguaje Kalem Rahue,Basico/Medio,Publica
12796,315,Jardin Infantil Caracol,Basico/Medio,Privada
12797,315,Colegio San Alberto Hurtado,Basico/Medio,Privada
12798,315,Colegio Polivalente American College,Basico/Medio,Privada
12799,315,Liceo Bicentenario Adolfo Matthei,Basico/Medio,Publica
12800,315,Centro Educ Int De Adultos Monteverde,Basico/Medio,Privada
12801,315,Escuela Especial Taller Laboral Rie,Basico/Medio,Publica
12802,315,Jardin Infantil Pequeña Casa En La Pradera,Basico/Medio,Privada
12803,315,Escuela Especial `Un Mundo Especial`,Basico/Medio,Publica
12804,315,Colegio El Labrador,Basico/Medio,Publica
12805,315,Colegio Vivaldi,Basico/Medio,Publica
12806,315,Instituto Politecnico,Basico/Medio,Publica
12807,315,Jardin Infantil Arboliris,Basico/Medio,Publica
12808,315,Escuela Hospitalaria Hospital Base De Osorno,Basico/Medio,Publica
12809,315,Escuela Especial De Lenguaje Atenea,Basico/Medio,Publica
12810,315,Royal School,Basico/Medio,Publica
12811,315,Escuela Especial Y Taller Laboral Raices,Basico/Medio,Publica
12812,315,Colegio Britisch Royal School,Basico/Medio,Publica
12813,315,Colegio British Royal School Puerto Varas,Basico/Medio,Publica
12814,315,Escuela Especial De Lenguaje Fantasia,Basico/Medio,Publica
12815,315,Colegio Gilgal,Basico/Medio,Publica
12816,315,Colegio Lirayen,Basico/Medio,Publica
12817,315,Escuela Especial Esperanza Viva,Basico/Medio,Publica
12818,315,Centro Educativo Renacer-Escuela Especial Y Taller Laboral,Basico/Medio,Publica
12819,315,Colegio Andalue,Basico/Medio,Privada
12820,315,Colegio Padre Barber Sj,Basico/Medio,Publica
12821,315,Escuela Especial De Lenguaje Betel,Basico/Medio,Publica
12822,315,Escuela Hospitalaria Alianza,Basico/Medio,Publica
12823,315,Green Park School,Basico/Medio,Publica
12824,315,Richmond School Osorno,Basico/Medio,Publica
12825,315,Jardin Infantil Rayito De Luna,Basico/Medio,Publica
12826,315,Colegio Artistico Santa Cecilia Ii,Basico/Medio,Privada
12827,315,Escuela Especial De Lenguaje Paihuen,Basico/Medio,Publica
12828,315,Jardín Infantil Y Sala Cuna Espiguita,Basico/Medio,Privada
12829,315,Jardín Infantil Y Sala Cuna Alexandria,Basico/Medio,Privada
12830,315,Jardin Infantil Y Sala Cuna Rayito De Luz,Basico/Medio,Privada
12831,315,Barquito De Papel Spa,Basico/Medio,Privada
12832,315,Sala Cuna Y Jardin Paso A Paso,Basico/Medio,Privada
12833,315,Instituto De Educación De Adultos Montaña Nevada,Basico/Medio,Privada
12834,326,Universidad Austral De Chile Sede Coyhaique,Superior,Publica
12835,326,Inacap Sede Coyhaique,Superior,Publica
12836,326,Universidad De Magallanes Sede Coyhaique,Superior,Publica
12837,326,Universidad De Aysén,Superior,Publica
12838,326,Liceo Josefina Aguirre Montenegro,Basico/Medio,Publica
12839,326,Escuela Victor Domingo Silva,Basico/Medio,Publica
12840,326,Escuela Baquedano,Basico/Medio,Publica
12841,326,Escuela Pedro Quintana Mansilla,Basico/Medio,Publica
12842,326,Escuela Diferencial Espana,Basico/Medio,Publica
12843,326,Liceo Tecnico Profesional Profesor Ricardo Navarrete Barria,Basico/Medio,Publica
12844,326,Escuela Nieves Del Sur,Basico/Medio,Publica
12845,326,Escuela Rural Pablo Cea Vasquez,Basico/Medio,Publica
12846,326,Escuela Rural Pablo Neruda,Basico/Medio,Publica
12847,326,Escuela Rural Rio Blanco,Basico/Medio,Publica
12848,326,Escuela Rural Valle Simpson,Basico/Medio,Publica
12849,326,Escuela Jose Antolin Silva Ormeno,Basico/Medio,Publica
12850,326,Escuela Rio Claro,Basico/Medio,Privada
12851,326,Escuela Rural Valle De La Luna,Basico/Medio,Publica
12852,326,Escuela Rural Arroyo El Gato,Basico/Medio,Publica
12853,326,Escuela Rural Fray Camilo Henriquez,Basico/Medio,Privada
12854,326,Liceo San Felipe Benicio De Coyhaique,Basico/Medio,Privada
12855,326,Colegio Lyon College,Basico/Medio,Publica
12856,326,Colegio Mater Dei De Coyhaique,Basico/Medio,Publica
12857,326,Escuela Particular San Jose Obrero,Basico/Medio,Publica
12858,326,Liceo Bicentenario Agricola E Industrial De La Patagonia,Basico/Medio,Publica
12859,326,Escuela Anexa Esc. E N 35,Basico/Medio,Privada
12860,326,Liceo Tecnico Profesional Juan Pablo Ii,Basico/Medio,Publica
12861,326,Colegio Unión Fraterna,Basico/Medio,Privada
12862,326,Colegio El Castillo,Basico/Medio,Privada
12863,326,Colegio Trapananda,Basico/Medio,Privada
12864,326,Escuela De Lenguaje Y Pre Básica  El Camino,Basico/Medio,Privada
12865,326,Esc.Part. Almirante Enrique Simpson,Basico/Medio,Publica
12866,326,Colegio Coyhaique,Basico/Medio,Privada
12867,326,Jardin Infantil Adventista De Coyhaique,Basico/Medio,Privada
12868,326,Centro Integral De Educación Alborada,Basico/Medio,Publica
12869,326,Colegio Alianza Austral De Coyhaique,Basico/Medio,Privada
12870,326,Escuela Altamira De Coyhaique,Basico/Medio,Publica
12871,326,Centro De Educacion Integrada De Adultos,Basico/Medio,Publica
12872,326,Anexo Escuela Rural Valle Simpson,Basico/Medio,Privada
12873,326,Escuela Rural Polux,Basico/Medio,Privada
12874,326,Escuela Anexa Independencia,Basico/Medio,Publica
12875,326,Colegio Eluhuen,Basico/Medio,Privada
12876,326,Colegio Yahveh Jireh,Basico/Medio,Privada
12877,326,Colegio Antoine De Saint Exupery,Basico/Medio,Publica
12878,326,Colegio El Camino De La Fuente,Basico/Medio,Publica
12879,326,Colegio Bautista El Shaddai,Basico/Medio,Publica
12880,326,Colegio Amuyen,Basico/Medio,Privada
12881,326,Colegio Diego Portales,Basico/Medio,Publica
12882,326,Escuela Especial Pre-Basica Club De Leones,Basico/Medio,Publica
12883,326,Liceo Francisco Xavier Butina,Basico/Medio,Publica
12884,326,Colegio Instituto Idea De Coyhaique,Basico/Medio,Publica
12885,326,Colegio Campo De Hielo,Basico/Medio,Publica
12886,326,Ceia Josefina Mendez E.I.R.L.,Basico/Medio,Publica
12887,326,Centro De Estudios Patagonia Ltda,Basico/Medio,Publica
12888,326,Liceo Bicentenario Altos Del Mackay,Basico/Medio,Publica
12889,326,Colegio Cristiano Sembradores,Basico/Medio,Publica
12890,326,Escuela Especial De Lenguaje Altamira,Basico/Medio,Publica
12891,326,Centro De Estudios Francisco Bilbao Coyhaique,Basico/Medio,Publica
12892,326,Sala Cuna Y Jardín Infantil Mimo´S,Basico/Medio,Privada
12893,326,Jardín Infantil Y Sala Cuna Flor De Patagonia,Basico/Medio,Privada
12894,326,"Centro De Educación De Adultos (C.E.I.A.),`Instituto Popular Aysén`",Basico/Medio,Privada
12895,326,Colegio Patagonia,Basico/Medio,Privada
12896,326,Sala Cuna Y Jardín Infantil Makenke Aike,Basico/Medio,Privada
12897,326,Jardín Infantil Cuna De Cóndores,Basico/Medio,Privada
12898,326,Escuela Hospitalaria Club De Leones,Basico/Medio,Publica
12899,109,Universidad Andrés Bello Sede Recoleta,Superior,Publica
12900,109,Universidad San Sebastián Campus Bellavista,Superior,Publica
12901,109,Liceo A-1 Valentin Letelier,Basico/Medio,Publica
12902,109,Liceo Comercial Luis Correa Prieto,Basico/Medio,Publica
12903,109,Liceo Paula Jaraquemada,Basico/Medio,Publica
12904,109,Esc.Bas.Bilingue Republica Del Paraguay,Basico/Medio,Publica
12905,109,Escuela De Adultos  Jorge Alessandri R.,Basico/Medio,Publica
12906,109,Escuela Basica Dr Juan Verdaguer Planas,Basico/Medio,Privada
12907,109,Colegio Maria Teresa Cancino Aguilar,Basico/Medio,Privada
12908,109,Tecnico Avenida Recoleta,Basico/Medio,Privada
12909,109,Liceo Polivalente Santa Juliana,Basico/Medio,Publica
12910,109,Comercial Avda.Recoleta,Basico/Medio,Privada
12911,109,Liceo Leonardo Murialdo,Basico/Medio,Privada
12912,109,Colegio San Benildo,Basico/Medio,Publica
12913,109,Colegio Rafael Sanhueza Lizardi,Basico/Medio,Publica
12914,109,Escuela Particular Santa Juliana,Basico/Medio,Privada
12915,109,Escuela Particular El Pequeno Estudiante,Basico/Medio,Publica
12916,109,Escuela Instituto Camilo Henriquez,Basico/Medio,Publica
12917,109,Escuela San Benildo,Basico/Medio,Publica
12918,109,Escuela Particular Ramon Freire,Basico/Medio,Publica
12919,109,Escuela Particular Especial Sta.Juliana,Basico/Medio,Publica
12920,109,Colegio Academia De Humanidades,Basico/Medio,Privada
12921,109,Liceo Aleman De Santiago,Basico/Medio,Privada
12922,109,Escuela Part Mary And George S School,Basico/Medio,Publica
12923,109,Liceo Bicentenario Técnico Profesional Ignacio Domeyko,Basico/Medio,Publica
12924,109,Liceo Instituto Tecnologico Y Comercial Recoleta-Inteco,Basico/Medio,Publica
12925,109,Liceo Arturo Perez Canto,Basico/Medio,Publica
12926,109,Centro Educacional Jose Miguel Carrera,Basico/Medio,Publica
12927,109,Complejo Educacional Juanita Fernandez Solar,Basico/Medio,Publica
12928,109,Escuela Sargento 2. Daniel Rebolledo,Basico/Medio,Publica
12929,109,Escuela Espana,Basico/Medio,Publica
12930,109,Escuela Escritora Marcela Paz,Basico/Medio,Publica
12931,109,Escuela Puerto Rico,Basico/Medio,Publica
12932,109,Centro Educ.Escritores De Chile,Basico/Medio,Publica
12933,109,Escuela Republica Del Peru,Basico/Medio,Privada
12934,109,Escuela Victor Cuccuini,Basico/Medio,Publica
12935,109,Escuela Romulo Gallegos,Basico/Medio,Privada
12936,109,Escuela Marta Colvin,Basico/Medio,Publica
12937,109,Escuela Anne Eleonor Roosevelt,Basico/Medio,Publica
12938,109,Escuela Mun.Hermana Maria Goretti,Basico/Medio,Publica
12939,109,Escuela Rafael Valdivieso,Basico/Medio,Publica
12940,109,Escuela Educ.Dif. Sta. Teresa De Avila,Basico/Medio,Publica
12941,109,Liceo Pdte.Arturo Alessandri-Diurno,Basico/Medio,Publica
12942,109,Colegio Poliv. Alejandro Flores,Basico/Medio,Publica
12943,109,Liceo Avenida Recoleta,Basico/Medio,Publica
12944,109,Escuela Particular San Jose,Basico/Medio,Publica
12945,109,Escuela Particular Pdte.A.Alessandri,Basico/Medio,Privada
12946,109,Colegio Isabel Riquelme,Basico/Medio,Publica
12947,109,Escuela Particular N.Sra.De Guadalupe,Basico/Medio,Privada
12948,109,Escuela Basica Santo Domingo,Basico/Medio,Publica
12949,109,Escuela Particular Manuel Rodriguez,Basico/Medio,Publica
12950,109,Escuela Basica Particular Navidad,Basico/Medio,Privada
12951,109,Escuela Particular Francisco Bilbao,Basico/Medio,Publica
12952,109,Liceo Bicentenario Nueva Aurora De Chile,Basico/Medio,Publica
12953,109,Escuela Especial Particular La Piramide,Basico/Medio,Publica
12954,109,Escuela Particular Jaime Eyzaguirre,Basico/Medio,Publica
12955,109,Escuela Básica Nº 953 Jose Artiga,Basico/Medio,Publica
12956,109,Escuela Basica Part.Brigida Walker,Basico/Medio,Publica
12957,109,Liceo Polivalente Rafael Donoso Carrasco,Basico/Medio,Publica
12958,109,Liceo Industrial De Recoleta,Basico/Medio,Publica
12959,109,Escuela Particular San Felipe Neri,Basico/Medio,Publica
12960,109,Escuela Basica Divina Mistral,Basico/Medio,Privada
12961,109,Escuela De Parvulos Ntra Senora De Guadalupe,Basico/Medio,Privada
12962,109,Lucila Del Monte Grande,Basico/Medio,Privada
12963,109,Centro Educacional San Lorenzo,Basico/Medio,Publica
12964,109,Liceo Doctor Juan Verdaguer Planas,Basico/Medio,Privada
12965,109,Colegio  Educar Adultos  Recoleta,Basico/Medio,Privada
12966,109,Colegio San Juan Diego,Basico/Medio,Publica
12967,109,Colegio De Adultos Fedeso,Basico/Medio,Publica
12968,109,Escuela Part. Santa Clara Anexo,Basico/Medio,Privada
12969,109,Escuela Parvulos Pin Pin Serafin,Basico/Medio,Publica
12970,109,Escuela De Parvulos N°1475 Pin Pin Serafin N° 2,Basico/Medio,Privada
12971,109,Escuela Especial Particular Crecer,Basico/Medio,Publica
12972,109,Escuela De Parvulos Ramon Freire N.2,Basico/Medio,Privada
12973,109,Escuela De Parvulos Los Chiquitines,Basico/Medio,Privada
12974,109,Escuela De Parvulos Aladdin,Basico/Medio,Privada
12975,109,Escuela De Parvulos Tia Maria Angelica,Basico/Medio,Privada
12976,109,Colegio Albert Einstein,Basico/Medio,Privada
12977,109,Instit.Capitan Jose Luis Araneda C.,Basico/Medio,Privada
12978,109,Escuela Espec. Part. Arco Iris De Recoleta,Basico/Medio,Publica
12979,109,Escuela Especial Part. Mercedes,Basico/Medio,Publica
12980,109,Escuela Especial Part. Mahuidanche,Basico/Medio,Publica
12981,109,Escuela Esp. Part. Girasol De Recoleta,Basico/Medio,Publica
12982,109,Escuela Especial Part. Antulemu,Basico/Medio,Publica
12983,109,Escuela De Parvulos N°1914 Myckey,Basico/Medio,Privada
12984,109,Escuela De Parv. Girasol De Valdivieso,Basico/Medio,Privada
12985,109,Escuela De Parvulos Antiyal Nº 2,Basico/Medio,Privada
12986,109,Escuela De Parvulos Antiyal,Basico/Medio,Privada
12987,109,Escuela Esp. Renaceres,Basico/Medio,Publica
12988,109,Escuela De Parv. Mickey N_ 2,Basico/Medio,Privada
12989,109,Escuela Esp. Fernanda Frias Retamal,Basico/Medio,Publica
12990,109,Escuela Esp. Semillita De Recoleta,Basico/Medio,Publica
12991,109,Escuela Esp. Clinica Davila,Basico/Medio,Publica
12992,109,Escuela Esp. Epumalen,Basico/Medio,Publica
12993,109,Escuela Especial  Magos,Basico/Medio,Publica
12994,109,Escuela Especial Nº 2284 Los Angelitos Felice,Basico/Medio,Publica
12995,109,"Col Hosp. Construyendo Sueños, Clinica Davila",Basico/Medio,Publica
12996,109,Jardín Infantil Montt,Basico/Medio,Privada
12997,109,Jardin Infantil Y Sala Cuna La Casa De Los Niños,Basico/Medio,Privada
12998,109,Sala Cuna Y Jardín Infantil Koala,Basico/Medio,Privada
12999,96,Universidad Andrés Bello Sede Las Condes,Superior,Publica
13000,96,Universidad Del Desarrollo Sede Las Condes,Superior,Publica
13001,96,Universidad De Los Andes Sede Las Condes,Superior,Publica
13002,96,Universidad Mayor Campus Alonso De Corodova,Superior,Publica
13003,96,Universidad Mayor Campus Oriente,Superior,Publica
13004,96,Colegio San Francisco Del Alba,Basico/Medio,Publica
13005,96,Centro Apoyo Integral C.A.I.,Basico/Medio,Privada
13006,96,Liceo Alexander Fleming De Las Condes,Basico/Medio,Privada
13007,96,Liceo Rafael Sotomayor,Basico/Medio,Privada
13008,96,Liceo Juan Pablo Ii De Las Condes,Basico/Medio,Publica
13009,96,Escuela Gral.Oscar Bonilla Bradanovic,Basico/Medio,Privada
13010,96,Colegio Ntra. Sra. Del Rosario Las Condes,Basico/Medio,Privada
13011,96,Liceo Bicentenario Simon Bolivar,Basico/Medio,Publica
13012,96,Escuela Educadora Adela Edwards Salas,Basico/Medio,Privada
13013,96,Esc. De Educ. Diferencial Paul Harris,Basico/Medio,Publica
13014,96,Liceo Bicentenario Santa Maria De Las Condes,Basico/Medio,Publica
13015,96,Escuela Particular Hogar Espanol,Basico/Medio,Publica
13016,96,Esc.Part. De Parvulos El Canelo,Basico/Medio,Privada
13017,96,Colegio La Virgen De Pompeya,Basico/Medio,Publica
13018,96,Colegio San Patricio,Basico/Medio,Privada
13019,96,Escuela Part.De Parvulos Las Camelias,Basico/Medio,Privada
13020,96,Instituto Presidente Errazuriz,Basico/Medio,Privada
13021,96,Colegio Las Condes,Basico/Medio,Privada
13022,96,Colegio Adventista Las Condes,Basico/Medio,Privada
13023,96,Colegio John Andrews Adventist Academy,Basico/Medio,Privada
13024,96,Colegio Scuola Italiana Vittorio Montiglio,Basico/Medio,Privada
13025,96,Colegio Lo Castillo,Basico/Medio,Publica
13026,96,Colegio San Francisco De Asis,Basico/Medio,Privada
13027,96,Colegio La Girouette,Basico/Medio,Privada
13028,96,Colegio Compania De Maria Apoquindo,Basico/Medio,Privada
13029,96,Colegio Wenlock School,Basico/Medio,Privada
13030,96,Colegio Villa Maria Academy,Basico/Medio,Privada
13031,96,Colegio Del Sagrado Corazon De Apoquindo,Basico/Medio,Privada
13032,96,Colegio Concordia,Basico/Medio,Privada
13033,96,Colegio Redland School,Basico/Medio,Privada
13034,96,Colegio Del Verbo Divino,Basico/Medio,Privada
13035,96,Colegio San Juan Evangelista,Basico/Medio,Privada
13036,96,Colegio Internacional Sek Chile,Basico/Medio,Privada
13037,96,Colegio Dalcahue,Basico/Medio,Privada
13038,96,Colegio Nuestra Senora Del Pilar,Basico/Medio,Privada
13039,96,Colegio Seminario Pontificio Menor,Basico/Medio,Privada
13040,96,Colegio Cordillera De Las Condes,Basico/Medio,Privada
13041,96,Escuela Basica Las Carmelitas De Las Condes,Basico/Medio,Privada
13042,96,Colegio Arabe,Basico/Medio,Privada
13043,96,Escuela De Parvulos N°1138 My Melody Kindergarten School,Basico/Medio,Privada
13044,96,Colegio William Kilpatrick,Basico/Medio,Privada
13045,96,Escuela De Parvulos Simon Bolivar,Basico/Medio,Privada
13046,96,Colegio British High,Basico/Medio,Privada
13047,96,Colegio El Canelo,Basico/Medio,Privada
13048,96,Colegio Dunalastair,Basico/Medio,Privada
13049,96,Colegio Aleman De Santiago,Basico/Medio,Privada
13050,96,Colegio Padre Hurtado Y Juanita De Los Andes,Basico/Medio,Privada
13051,96,Colegio San Luis De Las Condes,Basico/Medio,Privada
13052,96,Colegio Pucara De Los Andes,Basico/Medio,Privada
13053,96,Colegio Norwich College,Basico/Medio,Privada
13054,96,Colegio Cumbres,Basico/Medio,Privada
13055,96,Colegio Clerc,Basico/Medio,Privada
13056,96,Colegio Coyancura,Basico/Medio,Privada
13057,96,Escuela Basica Valle Belen,Basico/Medio,Privada
13058,96,Liceo Politecnico Los Dominicos,Basico/Medio,Privada
13059,96,Colegio The Southern Cross School,Basico/Medio,Privada
13060,96,Colegio Ciudadela Montessori De Las Condes,Basico/Medio,Privada
13061,96,Colegio Mater Admirabilis,Basico/Medio,Privada
13062,96,Colegio San Nicolas De Myra,Basico/Medio,Privada
13063,96,Colegio Kynda Montessori,Basico/Medio,Privada
13064,96,Colegio Tec.Hoteleria Y Gastronomia Achiga Co,Basico/Medio,Publica
13065,96,Escuela Especial N°1402 Centro De Educacion Especial Coocende,Basico/Medio,Privada
13066,96,Colegio Creces,Basico/Medio,Privada
13067,96,Colegio Laudare,Basico/Medio,Privada
13068,96,Anexo Fontanar,Basico/Medio,Privada
13069,96,Anexo Fontanar,Basico/Medio,Privada
13070,96,Escuela De Parvulos N°1429 Happy Day,Basico/Medio,Privada
13071,96,Colegio Genesis De Apoquindo,Basico/Medio,Privada
13072,96,Colegio Max Scheler,Basico/Medio,Privada
13073,96,Colegio Aleman De Santiago,Basico/Medio,Privada
13074,96,John Dewey College,Basico/Medio,Privada
13075,96,Colegio Leonardo Da Vinci De Las Condes,Basico/Medio,Publica
13076,96,Norwich College,Basico/Medio,Privada
13077,96,Los Robles,Basico/Medio,Privada
13078,96,San Juan De Las Condes,Basico/Medio,Privada
13079,96,Escuela De Parvulos N°1213 Los Patitos De San Patricio,Basico/Medio,Privada
13080,96,Colegio Emaus,Basico/Medio,Privada
13081,96,Colegio Nuestra Senora Del Loreto,Basico/Medio,Privada
13082,96,Instituto Docencia,Basico/Medio,Privada
13083,96,Escuela De Parvulos N°1527 Alexander Montessori,Basico/Medio,Privada
13084,96,Colegio Creces Anexo,Basico/Medio,Privada
13085,96,Anexo Nr.2 Creces,Basico/Medio,Privada
13086,96,Escuela Basica Rosario De Las Condes,Basico/Medio,Privada
13087,96,Escuela Basica  Ana Kuhlmann,Basico/Medio,Privada
13088,96,Colegio Alcazar De Las Condes,Basico/Medio,Privada
13089,96,Colegio Pedro De Valdivia Las Condes,Basico/Medio,Privada
13090,96,Escuela De Parvulos N°1558 Arlequin,Basico/Medio,Privada
13091,96,Colegio The Casbor School,Basico/Medio,Privada
13092,96,Scuola Italiana Vittorio Montiglio Anexo,Basico/Medio,Privada
13093,96,Centro Educacional Innovativo,Basico/Medio,Privada
13094,96,Colegio Ciudadela Montessori,Basico/Medio,Privada
13095,96,Colegio Institucion Teresiana,Basico/Medio,Privada
13096,96,Escuela De Parvulos N°1616 Grace Garden,Basico/Medio,Privada
13097,96,Colegio Pablo De Tarso (Anexo),Basico/Medio,Privada
13098,96,Instituto Las Condes,Basico/Medio,Privada
13099,96,Colegio Andino Antillanca,Basico/Medio,Privada
13100,96,Escuela Italiana Dante Alighieri,Basico/Medio,Privada
13101,96,Colegio  Alcura,Basico/Medio,Privada
13102,96,Escuela Especial Bauliruriru,Basico/Medio,Publica
13103,96,Escuela Militar Lib Cap Gral Bdo O'Higg R.,Basico/Medio,Privada
13104,96,Colegio Los Acantos,Basico/Medio,Privada
13105,96,Escuela Especial Nueva Cordillera N_ 1762,Basico/Medio,Publica
13106,96,Centro Educ. De Est. Y Des. Del Lenguaje Pehu,Basico/Medio,Publica
13107,96,Escuela Esp. Part. Horizonte Manquehue,Basico/Medio,Publica
13108,96,Colegio San Jorge De Las Condes,Basico/Medio,Privada
13109,96,Colegio San Miguel Arcangel De Las Condes,Basico/Medio,Privada
13110,96,Escuela Basica N° 1986 Saint Paul Montessori School,Basico/Medio,Privada
13111,96,Colegio Part. Manquehue De Las Condes,Basico/Medio,Privada
13112,96,Escuela Basica N° 2033 Alamiro,Basico/Medio,Privada
13113,96,Escuela De Parvulos N°2079 Fleming,Basico/Medio,Privada
13114,96,Escuela Esp. Credere,Basico/Medio,Privada
13115,96,Colegio Saint Andrew,Basico/Medio,Privada
13116,96,Colegio Quimay,Basico/Medio,Privada
13117,96,"Escuela Basica N° 2150, Colegio Mounier",Basico/Medio,Privada
13118,96,Escuela Basica N°2171 La Villete,Basico/Medio,Privada
13119,96,Colegio San Expedito,Basico/Medio,Privada
13120,96,Escuela Especial Nido De Palabras,Basico/Medio,Publica
13121,96,Centro Educacional Life Support,Basico/Medio,Privada
13122,96,Escuela De Parvulos Sala Cuna Y Jardín Infantil Kids Sun,Basico/Medio,Privada
13123,96,Jardin Infantil Y Sala Cuna Duendecitos,Basico/Medio,Privada
13124,96,Jardín Infantil Los Exploradores,Basico/Medio,Privada
13125,96,Centro Vitamina Flor De Azucenas,Basico/Medio,Privada
13126,96,Centro Vitamina Alsacia,Basico/Medio,Privada
13127,96,Jardin Infantil Pumanque,Basico/Medio,Privada
13128,96,Sala Cuna Y Jardin Infantil Huellas,Basico/Medio,Privada
13129,96,Sala Cuna Y Jardín Infantil My Little Star,Basico/Medio,Privada
13130,96,Jardín Infantil Símoli,Basico/Medio,Privada
13131,96,Jardin Infantil Y Sala Cuna Pinta Papeles,Basico/Medio,Privada
13132,96,Jardin Infantil Sunny Kids,Basico/Medio,Privada
13133,96,Sala Cuna Y Jardin Infantil Humpty Dumpty,Basico/Medio,Privada
13134,96,Sala Cuna Y Jardín Infantil Puente Magico,Basico/Medio,Privada
13135,96,Sala Cuna Y Jardín Infantil Los Nidos De Manquehue,Basico/Medio,Privada
13136,96,Vitamina Nueva Apoquindo,Basico/Medio,Privada
13137,96,Colegio San Francisco Tecnico Profesional,Basico/Medio,Publica
13138,96,Centro Vitamina Estoril,Basico/Medio,Privada
13139,96,Jardin Infantil Andalue,Basico/Medio,Privada
13140,96,Sala Cuna Y Jardin Infantil Cangurito,Basico/Medio,Privada
13141,96,Centro  Vitamina San Carlos De Apoquindo,Basico/Medio,Privada
13142,96,Centro  Vitamina San Carlos De Apoquindo,Basico/Medio,Privada
13143,96,Centro  Vitamina San Carlos De Apoquindo,Basico/Medio,Privada
13144,96,Centro  Vitamina San Carlos De Apoquindo,Basico/Medio,Privada
13145,96,Centro  Vitamina San Carlos De Apoquindo,Basico/Medio,Privada
13146,96,Centro  Vitamina San Carlos De Apoquindo,Basico/Medio,Privada
13147,96,Centro  Vitamina San Carlos De Apoquindo,Basico/Medio,Privada
13148,96,Centro  Vitamina San Carlos De Apoquindo,Basico/Medio,Privada
13149,96,Centro  Vitamina San Carlos De Apoquindo,Basico/Medio,Privada
13150,96,Centro  Vitamina San Carlos De Apoquindo,Basico/Medio,Privada
13151,96,Centro  Vitamina San Carlos De Apoquindo,Basico/Medio,Privada
13152,96,Centro  Vitamina San Carlos De Apoquindo,Basico/Medio,Privada
13153,96,Centro  Vitamina San Carlos De Apoquindo,Basico/Medio,Privada
13154,96,Centro  Vitamina San Carlos De Apoquindo,Basico/Medio,Privada
13155,96,Centro  Vitamina San Carlos De Apoquindo,Basico/Medio,Privada
13156,96,Centro  Vitamina San Carlos De Apoquindo,Basico/Medio,Privada
13157,96,Jardin Infantil Deep Sea,Basico/Medio,Privada
13158,96,Sala Cuna Y Jardin Infantil Jum Pre School,Basico/Medio,Privada
13159,96,Centro  Vitamina Napoleon 2,Basico/Medio,Privada
13160,96,Sala Cuna Y Jardin Infantil Huellas,Basico/Medio,Privada
13161,96,Jardin Infantil Bambu,Basico/Medio,Privada
13162,96,Jardin Infantil Waldorf Gabriela Mistral,Basico/Medio,Privada
13163,96,Crear Jardines Infantiles Sede Rosa Ohiggins,Basico/Medio,Privada
13164,96,Centro Vitamina San Sebastian,Basico/Medio,Privada
13165,96,Sala Cuna Y Jardin Infantil Kikirikids,Basico/Medio,Privada
13166,96,Jardin Infantil Otoñal,Basico/Medio,Privada
