id_institucion,id_comuna,nombre_institucion,nivel,afiliacion_institucion
20371,215,Escuela San Antonio De Frutillares,Basico/Medio,Publica
20372,215,Escuela Eleuterio Ramirez M.,Basico/Medio,Privada
20373,215,Escuela Juan De Dios Aldea,Basico/Medio,Publica
20374,215,Escuela Jose Joaquin Prieto,Basico/Medio,Publica
20375,215,Escuela Jose Gaspar Marin,Basico/Medio,Privada
20376,215,Escuela Partic.Los Altos De Miraflores,Basico/Medio,Publica
20377,215,El Progreso,Basico/Medio,Privada
20378,215,Escuela Agroecológicas Las Islas,Basico/Medio,Publica
20379,215,Escuela Particular Amanecer,Basico/Medio,Publica
20380,215,Escuela Eusebio Lillo,Basico/Medio,Publica
20381,215,Colegio Lorenzo Mondanelli,Basico/Medio,Publica
20382,215,Colegio Cumbres De Coihueco,Basico/Medio,Privada
20383,215,Escuela Anexo Tanilvoro,Basico/Medio,Publica
20384,215,Liceo Bicentenario Claudio Arrau León,Basico/Medio,Publica
20385,215,Yire Liceo Politecnico De Coihueco,Basico/Medio,Publica
20386,215,Escuela Marta Colvin Andrade,Basico/Medio,Publica
20387,215,Escuela Especial De Lenguaje Abrapalabra,Basico/Medio,Publica
20388,215,Escuela Especial De Lenguaje Pequeños Sueños,Basico/Medio,Publica
20389,215,Colegio Inglés Palabras De Vida,Basico/Medio,Publica
20390,203,Liceo Bicentenario Politécnico José Manuel Pinto Arias,Basico/Medio,Publica
20391,203,Escuela Jose Toha Soldevilla,Basico/Medio,Publica
20392,203,Escuela Javier Jarpa Sotomayor,Basico/Medio,Publica
20393,203,Escuela Hector Manuel Arias Cortes,Basico/Medio,Publica
20394,203,Escuela Santa Eduviges,Basico/Medio,Publica
20395,203,Escuela San Hugo,Basico/Medio,Privada
20396,203,Escuela Paso Del Soldado,Basico/Medio,Publica
20397,203,Escuela La Montana,Basico/Medio,Publica
20398,203,Escuela Puerta Del Sol,Basico/Medio,Publica
20399,203,Escuela Nido De Golondrinas,Basico/Medio,Publica
20400,203,Escuela Basica Juan Jorge,Basico/Medio,Publica
20401,203,Escuela San Alfonso,Basico/Medio,Publica
20402,203,Colegio Francisco De Asis,Basico/Medio,Publica
20403,203,Escuela Puerta De La Cordillera,Basico/Medio,Publica
20404,203,Escuela El Rodeo,Basico/Medio,Publica
20405,203,Escuela Centro Ecoeducativo Las Trancas,Basico/Medio,Publica
20406,203,Escuela Especial De Lenguaje Pinto Y Aprendo,Basico/Medio,Publica
20407,205,Liceo Bicentenario Manuel Jesus Ortiz,Basico/Medio,Publica
20408,205,Liceo Pueblo Seco,Basico/Medio,Publica
20409,205,Colegio Politecnico Victor Jara,Basico/Medio,Publica
20410,205,Escuela María Luisa Espinoza Ruiz,Basico/Medio,Publica
20411,205,Escuela Las Quilas,Basico/Medio,Publica
20412,205,Escuela San Bernardo,Basico/Medio,Privada
20413,205,Escuela Santa Maria,Basico/Medio,Publica
20414,205,Colton Medio,Basico/Medio,Privada
20415,205,Escuela Montana Garay,Basico/Medio,Privada
20416,205,Escuela Calle Alegre,Basico/Medio,Publica
20417,205,Escuela Santa Juana,Basico/Medio,Publica
20418,205,Escuela Colton Variante,Basico/Medio,Publica
20419,205,Escuela José Humberto Barrera Barrera,Basico/Medio,Publica
20420,205,Escuela La Ermita De Diguillin,Basico/Medio,Publica
20421,205,Escuela Zapallar,Basico/Medio,Privada
20422,205,Escuela Mayulermo,Basico/Medio,Publica
20423,205,Escuela Lourdes,Basico/Medio,Publica
20424,205,Escuela Larqui Chico,Basico/Medio,Privada
20425,205,Escuela Selva Negra,Basico/Medio,Publica
20426,205,Liceo Politécnico María Ward,Basico/Medio,Publica
20427,205,Escuela Especial De Lenguaje San Ignacio,Basico/Medio,Privada
20428,205,Internado Femenino C 15,Basico/Medio,Privada
20429,205,Internado Masculino C 15,Basico/Medio,Privada
20430,205,Escuela Basica Pueblo Seco,Basico/Medio,Publica
20431,205,Escuela Especial De Lenguaje Cumbres De San Ignacio,Basico/Medio,Publica
20432,201,Liceo Bicentenario De Excelencia Polivalente Juvenal Hernández Jaque,Basico/Medio,Publica
20433,201,Escuela Virgen Del Carmen,Basico/Medio,Publica
20434,201,Escuela Del Carmen San Martín Otárola,Basico/Medio,Publica
20435,201,Escuela Navidad-Trehualemu,Basico/Medio,Publica
20436,201,Escuela Bernardino Munoz Gonzalez,Basico/Medio,Publica
20437,201,Escuela El Bosque,Basico/Medio,Privada
20438,201,Escuela Capilla Norte,Basico/Medio,Publica
20439,201,Escuela Valle De Atacalco,Basico/Medio,Publica
20440,201,Escuela Luis Teodoro Ortega Oyarce,Basico/Medio,Publica
20441,201,Escuela Trehualemu Oriente,Basico/Medio,Publica
20442,201,Escuela San Ricael,Basico/Medio,Publica
20443,201,Escuela Las Hormigas,Basico/Medio,Publica
20444,201,Escuela Mata Redonda,Basico/Medio,Publica
20445,201,Escuela Castanal,Basico/Medio,Publica
20446,201,Escuela Vergara,Basico/Medio,Publica
20447,201,Escuela San Jose Sur,Basico/Medio,Publica
20448,201,Escuela Chamizal,Basico/Medio,Publica
20449,201,Escuela Rinconada Del Diguillin,Basico/Medio,Privada
20450,201,Escuela Los Alpes,Basico/Medio,Privada
20451,201,Escuela Huemul,Basico/Medio,Publica
20452,201,Escuela Cardemio Franco Gutierrez,Basico/Medio,Publica
20453,201,Escuela Maipo,Basico/Medio,Publica
20454,201,Escuela Loma Blanca,Basico/Medio,Privada
20455,201,Escuela San Isidro,Basico/Medio,Publica
20456,201,Escuela De San Vicente Alto,Basico/Medio,Publica
20457,201,Escuela Temucutillo,Basico/Medio,Publica
20458,201,Escuela Balsa Zapallar,Basico/Medio,Publica
20459,201,Colegio Halcones Del Carmen,Basico/Medio,Privada
20460,201,Colegio Andalue,Basico/Medio,Privada
20461,201,Escuela Elise Mottart,Basico/Medio,Publica
20462,201,Escuela Especial De Lenguaje Mi Angel,Basico/Medio,Publica
20463,201,Escuela Especial De Lenguaje Municipal El Carmen,Basico/Medio,Publica
20464,206,Escuela Básica Adultos Yungay,Basico/Medio,Publica
20465,206,Liceo De Yungay,Basico/Medio,Publica
20466,206,Liceo Campanario,Basico/Medio,Publica
20467,206,Cholguan,Basico/Medio,Privada
20468,206,Escuela El Avellano,Basico/Medio,Publica
20469,206,Escuela Los Puquios,Basico/Medio,Publica
20470,206,Escuela Pangal Del Laja,Basico/Medio,Publica
20471,206,Escuela San Miguel De Itata,Basico/Medio,Publica
20472,206,Escuela El Roble,Basico/Medio,Publica
20473,206,Escuela Santa Lucia Alto,Basico/Medio,Publica
20474,206,Escuela Santa Lucia Bajo,Basico/Medio,Privada
20475,206,Escuela Santa Irma,Basico/Medio,Publica
20476,206,Escuela L.Gral.Bernardo O'Higgins,Basico/Medio,Privada
20477,206,Escuela El Castillo,Basico/Medio,Publica
20478,206,Escuela Basica Ranchillos,Basico/Medio,Publica
20479,206,Escuela Los Mayos,Basico/Medio,Publica
20480,206,Escuela Los Laureles,Basico/Medio,Publica
20481,206,Escuela Pallahuala,Basico/Medio,Publica
20482,206,Colegio Divina Pastora,Basico/Medio,Publica
20483,206,Escuela San Luis,Basico/Medio,Publica
20484,206,Escuela Fernando Baquedano,Basico/Medio,Publica
20485,206,Colegio Cholguan,Basico/Medio,Publica
20486,206,Escuela Especial De Lenguaje Pinares Y Escuela Básica Pinares,Basico/Medio,Privada
20487,206,Esc.Esp.Gob. Depart. Rigoberto Hernandez Pino,Basico/Medio,Privada
20488,206,Colegio Bicentenario Nueva Esperanza De Yungay,Basico/Medio,Publica
20489,202,Liceo Polivalente Tomás Arnaldo Herrera Vega,Basico/Medio,Publica
20490,202,Escuela Basica El Cipres,Basico/Medio,Publica
20491,202,Escuela Basica Villa San Pablo,Basico/Medio,Privada
20492,202,Escuela Jose Francisco Zapata Dominguez,Basico/Medio,Publica
20493,202,Escuela Basica Santa Julia,Basico/Medio,Publica
20494,202,Escuela Villa San Pedro,Basico/Medio,Publica
20495,202,Escuela Basica General Cruz,Basico/Medio,Publica
20496,202,Escuela Basica Monte El Leon,Basico/Medio,Publica
20497,202,Escuela Basica Relbun,Basico/Medio,Privada
20498,202,Escuela Basica Canelillo,Basico/Medio,Publica
20499,202,Escuela José René Salgado,Basico/Medio,Publica
20500,202,Escuela Arturo Matte Alessandri,Basico/Medio,Publica
20501,202,Escuela Basica Valle Hermoso,Basico/Medio,Publica
20502,202,Escuela Basica Salto De Danicalqui,Basico/Medio,Publica
20503,202,Escuela Dafne Elvira Zapata Rozas,Basico/Medio,Publica
20504,202,Jardín Infantil Y Escuela Especial De Lenguaje Agua De Peumo,Basico/Medio,Publica
20505,202,Colegio Particular Pemuco,Basico/Medio,Publica
20506,199,Liceo Manuel Bulnes,Basico/Medio,Publica
20507,199,Liceo Bicentenario Santa Cruz De Larqui,Basico/Medio,Publica
20508,199,Escuela Celia Urrutia Prieto,Basico/Medio,Publica
20509,199,Liceo Polivalente Adultos De Itata,Basico/Medio,Publica
20510,199,Escuela Basica Pueblo Seco Santa Clara,Basico/Medio,Publica
20511,199,Escuela El Palpal De Santa Clara,Basico/Medio,Publica
20512,199,Escuela Batalla Del Roble,Basico/Medio,Publica
20513,199,Escuela Evarista Ogalde Ortega,Basico/Medio,Publica
20514,199,Escuela Canta Rana,Basico/Medio,Publica
20515,199,Escuela Santa Rosa-Las Raices,Basico/Medio,Privada
20516,199,Escuela Las Carmelitas,Basico/Medio,Publica
20517,199,Escuela Rinconada De Colton,Basico/Medio,Publica
20518,199,Escuela Colton Quillay,Basico/Medio,Publica
20519,199,Escuela Milahue,Basico/Medio,Publica
20520,199,El Espinar,Basico/Medio,Privada
20521,199,Escuela Los Estanques,Basico/Medio,Publica
20522,199,Escuela Los Tilos José Andrades Vásquez,Basico/Medio,Publica
20523,199,Escuela Larqui,Basico/Medio,Privada
20524,199,Escuela El Caracol,Basico/Medio,Publica
20525,199,Escuela Básica Y Tecnológica Diferencial Laura Vicuña,Basico/Medio,Publica
20526,199,Escuela Part.Subvencionada El Hualle,Basico/Medio,Privada
20527,199,Colegio San Esteban De Bulnes,Basico/Medio,Privada
20528,199,Escuela Basica Eduardo Frei Montalba,Basico/Medio,Publica
20529,199,Colegio Teresa De Los Andes,Basico/Medio,Publica
20530,199,Escuela De Lenguaje Bulnes,Basico/Medio,Publica
20531,199,Colegio Amanecer,Basico/Medio,Privada
20532,199,Colegio Tecnico Profesional San Esteban,Basico/Medio,Privada
20533,199,Escuela Especial De Lenguaje Rincón Del Saber,Basico/Medio,Privada
20534,199,Liceo Manuel Bulnes,Basico/Medio,Privada
20535,199,Escuela Especial De Lenguaje Eluney,Basico/Medio,Privada
20536,204,Liceo Polivalente Luis Cruz Martinez,Basico/Medio,Publica
20537,204,Escuela Basica Heroes Del Itata,Basico/Medio,Publica
20538,204,Escuela Básica Amanda Chávez Navarrete,Basico/Medio,Publica
20539,204,Escuela Pedro Enrique Torres Sabelle,Basico/Medio,Publica
20540,204,Escuela Basica El Casino,Basico/Medio,Publica
20541,204,Escuela Basica Huacamala,Basico/Medio,Publica
20542,204,Escuela Basica Queime,Basico/Medio,Publica
20543,204,Escuela Básica Puerto Los Frutales De Coyanco,Basico/Medio,Publica
20544,204,Escuela Basica Liucura Bajo,Basico/Medio,Publica
20545,204,Escuela Basica El Arenal,Basico/Medio,Publica
20546,204,Escuela Basica Penablanca,Basico/Medio,Publica
20547,204,Escuela Basica Santa Ana De Caimaco,Basico/Medio,Privada
20548,204,Escuela Basica Chancal,Basico/Medio,Publica
20549,204,Escuela Basica El Culben,Basico/Medio,Privada
20550,204,Escuela Basica Talcamo,Basico/Medio,Publica
20551,204,Escuela Basica Huenucheo,Basico/Medio,Privada
20552,204,Escuela Basica Paso El Roble,Basico/Medio,Publica
20553,204,Escuela Basica Vista Bella,Basico/Medio,Privada
20554,204,Escuela Básica Laguna Avendaño,Basico/Medio,Publica
20555,204,Pantanillo,Basico/Medio,Privada
20556,204,Escuela Basica Santa Ana Del Baul,Basico/Medio,Publica
20557,204,Escuela Basica San Eduardo,Basico/Medio,Privada
20558,204,Escuela De Lenguaje El Valle,Basico/Medio,Publica
20559,204,Escuela De Lenguaje Almendra,Basico/Medio,Publica
20560,204,Colegio Quillón,Basico/Medio,Publica
20561,204,Escuela Especial De Lenguaje Y Colegio Básico Cumbres Del Valle College,Basico/Medio,Publica
20562,212,Escuela Basica Manuel Baquedano Gonzalez,Basico/Medio,Publica
20563,212,Liceo Bicentenario De Excelencia Polivalente Virginio Arias,Basico/Medio,Publica
20564,212,Escuela Basica Nueva Aldea,Basico/Medio,Publica
20565,212,Escuela Basica Vegas De Concha,Basico/Medio,Publica
20566,212,Esc. Basica Emilia Werner De Woodermann,Basico/Medio,Publica
20567,212,Escuela Basica San Ignacio De Palomares,Basico/Medio,Publica
20568,212,Escuela Basica Blanca Rosa Guzman Reyes,Basico/Medio,Publica
20569,212,Carrizales,Basico/Medio,Privada
20570,212,Escuela Basica America,Basico/Medio,Publica
20571,212,Escuela Basica Los Olivos,Basico/Medio,Publica
20572,212,Escuela Basica Ñipas,Basico/Medio,Privada
20573,212,Complejo Educacional Valle Del Itata,Basico/Medio,Publica
20574,240,Escuela Quinel,Basico/Medio,Publica
20575,240,Liceo Bicentenario Politécnico Monte Águila,Basico/Medio,Publica
20576,240,Liceo Manuel Arístides Zañartu,Basico/Medio,Publica
20577,240,Escuela Charrua,Basico/Medio,Publica
20578,240,Batuco,Basico/Medio,Privada
20579,240,Escuela Salto El Laja,Basico/Medio,Publica
20580,240,Escuela Los Canelos,Basico/Medio,Publica
20581,240,Escuela Los Olmos,Basico/Medio,Publica
20582,240,Escuela Pillanco,Basico/Medio,Publica
20583,240,Escuela Las Obras,Basico/Medio,Publica
20584,240,Escuela El Manzano,Basico/Medio,Publica
20585,240,Escuela El Paraiso,Basico/Medio,Publica
20586,240,Escuela Lomas De Angol,Basico/Medio,Publica
20587,240,Escuela Colicheu,Basico/Medio,Publica
20588,240,Escuela Los Caulles,Basico/Medio,Publica
20589,240,Escuela Los Leones,Basico/Medio,Publica
20590,240,Hacienda Monte Águila,Basico/Medio,Publica
20591,240,Escuela El Progreso,Basico/Medio,Publica
20592,240,Colegio San Jose,Basico/Medio,Publica
20593,240,Colegio Abel Inostroza Gutierrez,Basico/Medio,Publica
20594,240,Escuela Basica Enrique Zanartu Prieto,Basico/Medio,Publica
20595,240,Escuela Especial De Lenguaje Esmeralda Barquito De Sueños,Basico/Medio,Privada
20596,240,Centro De Educacion Integrada De Adultos Nahuelquin,Basico/Medio,Privada
20597,240,Coleg.Parroq.San Jose De Cabrero Anexo,Basico/Medio,Privada
20598,240,Anexo N. 1 San Jose,Basico/Medio,Privada
20599,240,Escuela Alto Cabrero,Basico/Medio,Privada
20600,240,Escuela Orlando Vera Villarroel,Basico/Medio,Publica
20601,240,Escuela Alto Cabrero,Basico/Medio,Publica
20602,240,Colegio Y Escuela De Lenguaje Centro Educacional Peumayen,Basico/Medio,Publica
20603,240,Colegio Monte Águila College,Basico/Medio,Publica
20604,240,Escuela Especial De Lenguaje Bosque Mio,Basico/Medio,Publica
20605,240,Escuela Especial De Lenguaje Esperanza,Basico/Medio,Privada
20606,240,Colegio Esperanza,Basico/Medio,Publica
20607,240,Jardin Infantil Campanita,Basico/Medio,Privada
20608,211,Liceo Bicentenario De Excelencia Nibaldo Sepúlveda Fernández,Basico/Medio,Publica
20609,211,Escuela Llahuecuy,Basico/Medio,Privada
20610,211,Escuela Lomas De Chudal,Basico/Medio,Publica
20611,211,Escuela Panguilemu,Basico/Medio,Privada
20612,211,Escuela Orilla Itata,Basico/Medio,Privada
20613,211,Escuela Membrillar,Basico/Medio,Publica
20614,211,Escuela San Francisco De Asis,Basico/Medio,Publica
20615,211,Escuela Cucha Urrejola,Basico/Medio,Publica
20616,211,Escuela Trancoyan,Basico/Medio,Publica
20617,211,Colegio Nuestra Señora Del Carmen,Basico/Medio,Publica
20618,211,Escuela Particular Santa Teresita,Basico/Medio,Publica
20619,211,Escuela Particular Alonso De Ercilla,Basico/Medio,Publica
20620,211,Escuela Particular Inmaculado Corazón De María,Basico/Medio,Publica
20621,211,Maria De Nazareth,Basico/Medio,Privada
20622,211,Escuela Basica Huacalemu,Basico/Medio,Privada
20623,209,Escuela Villa Jesus De Coelemu,Basico/Medio,Publica
20624,209,Liceo Bicentenario De Excelencia Domingo Ortíz De Rozas,Basico/Medio,Publica
20625,209,Escuela Maria Teresa Marchant Contreras,Basico/Medio,Publica
20626,209,Escuela Clementina Maureira Almanza,Basico/Medio,Publica
20627,209,Escuela Guarilihue Alto,Basico/Medio,Publica
20628,209,Escuela Magdalena,Basico/Medio,Publica
20629,209,Escuela La Ermita,Basico/Medio,Publica
20630,209,Escuela Guarilihue Bajo,Basico/Medio,Publica
20631,209,Escuela Huaro,Basico/Medio,Publica
20632,209,Escuela Felipe Cubillos Sigal,Basico/Medio,Publica
20633,209,Escuela Caravanchel,Basico/Medio,Publica
20634,209,Escuela Vegas De Itata,Basico/Medio,Publica
20635,209,Escuela Basica Valle Los Castanos,Basico/Medio,Publica
20636,209,Escuela Meipo,Basico/Medio,Publica
20637,209,Escuela Toroico,Basico/Medio,Publica
20638,209,Escuela Santa Filomena,Basico/Medio,Publica
20639,209,Escuela Buena Fe De Tubul,Basico/Medio,Publica
20640,209,Jardin Infantil Osito Panda,Basico/Medio,Privada
20641,209,Anexo Liceo C-3,Basico/Medio,Privada
20642,209,Jardin Infantil Disney School,Basico/Medio,Privada
20643,209,Escuela Jose Francisco Pino Medina,Basico/Medio,Publica
20644,209,Escuela De Lenguaje My Disney,Basico/Medio,Publica
20645,209,Colegio Santa Teresita,Basico/Medio,Privada
20646,209,Escuela Especial De Lenguaje Flor De Jazmin,Basico/Medio,Publica
20647,209,Escuela Especial De Lenguaje Sendero Mágico,Basico/Medio,Publica
20648,209,Escuela Especial Diferencial Centro De Formacion Laboral Amanecer De Carrizales,Basico/Medio,Privada
20649,208,Liceo Polivalente Diego Missene Burgos,Basico/Medio,Publica
20650,208,Escuela Basica El Tollo,Basico/Medio,Publica
20651,208,Escuela Basica Buchupureo,Basico/Medio,Publica
20652,208,Escuela Basica La Antena,Basico/Medio,Publica
20653,208,Escuela Basica La Achira,Basico/Medio,Publica
20654,208,Escuela Basica Colmuyao,Basico/Medio,Publica
20655,208,Escuela Basica El Avellanal,Basico/Medio,Publica
20656,208,Escuela Basica Las Vertientes,Basico/Medio,Publica
20657,208,Escuela Basica Los Nedanos,Basico/Medio,Publica
20658,208,Escuela Basica Taucu,Basico/Medio,Publica
20659,208,Escuela Básica Montaña De Copihues G 54-A,Basico/Medio,Publica
20660,208,Escuela Basica Quile,Basico/Medio,Publica
20661,208,Escuela Basica Los Corrales,Basico/Medio,Publica
20662,208,La Leona,Basico/Medio,Privada
20663,208,Monte Del Zorro,Basico/Medio,Privada
20664,208,Escuela Basica Mela,Basico/Medio,Publica
20665,208,Escuela Basica Pullay,Basico/Medio,Publica
20666,208,Escuela Reino De Suecia,Basico/Medio,Publica
20667,208,Escuela Especial De Lenguaje Cumbres De Cobquecura,Basico/Medio,Publica
20668,207,Liceo Bicentenario De Excelencia Carlos Montane Castro,Basico/Medio,Publica
20669,207,Escuela Grumete Cortes,Basico/Medio,Publica
20670,207,Escuela Nueva America,Basico/Medio,Publica
20671,207,Escuela Basica Horizonte,Basico/Medio,Publica
20672,207,Escuela Basica Santa Carolina,Basico/Medio,Publica
20673,207,Escuela Basica Las Delicias,Basico/Medio,Privada
20674,207,Escuela Basica Santa Rita De Las Nieves,Basico/Medio,Publica
20675,207,Escuela Basica Cajon El Manzano,Basico/Medio,Publica
20676,207,Escuela Basica El Monte,Basico/Medio,Privada
20677,207,Escuela Basica Santa Elena,Basico/Medio,Publica
20678,207,Escuela Basica El Pajonal,Basico/Medio,Publica
20679,207,Escuela Basica Los Temos,Basico/Medio,Publica
20680,207,Escuela Basica Santa Efigenia,Basico/Medio,Publica
20681,207,Escuela Basica El Concuyo,Basico/Medio,Publica
20682,207,Escuela Basica San Juan La Raya,Basico/Medio,Publica
20683,207,Escuela Basica Alto De Piedra,Basico/Medio,Publica
20684,207,Escuela Basica Los Remates,Basico/Medio,Publica
20685,207,Escuela Basica El Sol,Basico/Medio,Publica
20686,207,Escuela Basica Santa Mercedes,Basico/Medio,Publica
20687,207,Escuela Basica El Pilme,Basico/Medio,Publica
20688,207,Escuela El Llano,Basico/Medio,Publica
20689,207,Colegio San Agustin,Basico/Medio,Publica
20690,207,Escuela Especial De Lenguaje Quirihue,Basico/Medio,Publica
20691,207,Escuela Especial De Lenguaje Llaipén,Basico/Medio,Publica
20692,210,Liceo Bicentenario De Excelencia Arturo Prat Chacon,Basico/Medio,Publica
20693,210,Escuela Rosario Chacon Barrios,Basico/Medio,Publica
20694,210,Escuela Basica Pichimavida,Basico/Medio,Privada
20695,210,Escuela Basica De Reloca,Basico/Medio,Publica
20696,210,Escuela Prof.Jose Gmo.Carrasco H.,Basico/Medio,Privada
20697,210,Escuela Basica El Rincon,Basico/Medio,Publica
20698,210,Escuela Doctor David Benavente Sepúlveda,Basico/Medio,Publica
20699,210,Escuela Profesora Maria Elena Valdes P.,Basico/Medio,Privada
20700,210,Escuela Alipia Acevedo,Basico/Medio,Publica
20701,210,Escuela Basica Talhuan,Basico/Medio,Publica
20702,210,Escuela Básica Quitripín,Basico/Medio,Publica
20703,210,Escuela Manuel Avila Carrasco,Basico/Medio,Privada
20704,210,Escuela Basica Las Higuieras,Basico/Medio,Privada
20705,210,Escuela Particular Adventista Quirao,Basico/Medio,Publica
20706,210,Escuela Glorias Navales,Basico/Medio,Publica
20707,241,Escuela Puente Perales,Basico/Medio,Publica
20708,241,Escuela Jose Abelardo Nunez,Basico/Medio,Publica
20709,241,Escuela Nivequeten,Basico/Medio,Publica
20710,241,Liceo Bicentenario Politecnico Heroes De La Concepción,Basico/Medio,Publica
20711,241,Escuela Basica La Colonia,Basico/Medio,Publica
20712,241,Escuela Francisco Pedro Zattera Guelfi,Basico/Medio,Publica
20713,241,Escuela Las Ciénagas,Basico/Medio,Publica
20714,241,Escuela Tarpallanca,Basico/Medio,Privada
20715,241,Escuela Juan Luis Sanfuente,Basico/Medio,Publica
20716,241,Escuela Paul Harris,Basico/Medio,Privada
20717,241,Escuela Los Cerrillos,Basico/Medio,Publica
20718,241,Escuela Santiago Amengual Balbontin,Basico/Medio,Publica
20719,241,Escuela Rucahue,Basico/Medio,Publica
20720,241,Escuela Diego Jose Benavente Bustamante,Basico/Medio,Publica
20721,241,Colegio Particular San Mauricio,Basico/Medio,Publica
20722,241,Escuela Particular Alfa Y Omega,Basico/Medio,Publica
20723,241,Colegio Particular Santa Elisa,Basico/Medio,Publica
20724,241,Colegio San Jorge,Basico/Medio,Privada
20725,241,Parvulario El Soldadito,Basico/Medio,Privada
20726,241,Escuela Andres Alcazar,Basico/Medio,Publica
20727,241,Diferencial Amanda Labarca,Basico/Medio,Privada
20728,241,Liceo Polivalente Hermanas Maestras De La Santa Cruz,Basico/Medio,Publica
20729,241,Centro Educación Adultos Manantial De Agua Viva,Basico/Medio,Publica
20730,241,Escuela Amanda Labarca,Basico/Medio,Publica
20731,241,Instituto Educación De Adultos Rubén Campos López,Basico/Medio,Publica
20732,241,Escuela Especial Trastornos De La Comunicación Aylem,Basico/Medio,Publica
20733,241,Escuela Especial De Lenguaje Alto Del Laja,Basico/Medio,Publica
20734,241,Escuela Especial De Lenguaje Amancay,Basico/Medio,Privada
20735,241,Colegio San Jorge,Basico/Medio,Privada
20736,249,Liceo De Huepil,Basico/Medio,Publica
20737,249,Liceo Andrés Alcázar De Tucapel,Basico/Medio,Publica
20738,249,Escuela Los Avellanos,Basico/Medio,Publica
20739,249,Escuela Alejandro Perez Urbano,Basico/Medio,Publica
20740,249,Primera Seccion Rucamanqui,Basico/Medio,Privada
20741,249,Escuela Las Hijuelas,Basico/Medio,Publica
20742,249,Escuela La Obra,Basico/Medio,Publica
20743,249,Escuela Los Aromos,Basico/Medio,Publica
20744,249,Tercera Seccion Rucamanqui,Basico/Medio,Privada
20745,249,Escuela Las Astas,Basico/Medio,Publica
20746,249,Escuela Lomas De Tucapel,Basico/Medio,Publica
20747,249,Escuela Manihual,Basico/Medio,Publica
20748,249,Escuela La Colonia,Basico/Medio,Publica
20749,249,Escuela Luis Martínez González,Basico/Medio,Publica
20750,249,Colegio San Diego De Alcalá,Basico/Medio,Publica
20751,249,Centro De Educación De Adultos Adelaila Moreno,Basico/Medio,Publica
20752,249,Escuela De Lenguaje Mi Despertar,Basico/Medio,Publica
20753,249,Escuela Especial De Lenguaje Huepil,Basico/Medio,Publica
20754,249,Escuela Especial De Lengauje Nueva Esperanza,Basico/Medio,Privada
20755,249,Escuela Especial De Lenguaje Tucapel,Basico/Medio,Privada
20756,249,Escuela Especial De Lenguaje Cumbres De Huepil,Basico/Medio,Privada
20757,239,Liceo Doctor Víctor Ríos Ruiz,Basico/Medio,Publica
20758,239,Centrales De Laja,Basico/Medio,Privada
20759,239,Central Abanico,Basico/Medio,Privada
20760,239,Escuela Volcan Antuco,Basico/Medio,Publica
20761,239,Escuela Basica Cerro Pilque,Basico/Medio,Publica
20762,239,Escuela Olga Rios De Pinochet,Basico/Medio,Publica
20763,239,Colegio Altazor,Basico/Medio,Publica
20764,246,Liceo Bicentenario Francisco Bascunan Guerrero,Basico/Medio,Publica
20765,246,Liceo Isabel Riquelme,Basico/Medio,Publica
20766,246,Escuela Basica Villa Mercedes,Basico/Medio,Publica
20767,246,Escuela Basica Nuevo Amanecer,Basico/Medio,Publica
20768,246,Escuela Basica La Hoyada,Basico/Medio,Publica
20769,246,Escuela Basica Canicura,Basico/Medio,Publica
20770,246,Escuela Basica Centinela,Basico/Medio,Publica
20771,246,Escuela Profesora Albertina Sánchez Valenzuela,Basico/Medio,Publica
20772,246,Escuela Las Arenas,Basico/Medio,Publica
20773,246,Escuela Erminda Gomez De Polic.,Basico/Medio,Publica
20774,246,Escuela Basica Cerro Yanqui,Basico/Medio,Privada
20775,246,Escuela Basica Rio Pardo,Basico/Medio,Publica
20776,246,Escuela Blanca Estrella,Basico/Medio,Publica
20777,246,Escuela Basica El Esfuerzo,Basico/Medio,Publica
20778,246,Escuela Basica La Meseta,Basico/Medio,Publica
20779,246,Escuela Particular Las Aguilas,Basico/Medio,Publica
20780,246,Escuela Monseñor Orozimbo Fuenzalida,Basico/Medio,Publica
20781,246,Escuela Especial De Lenguaje Quilleco,Basico/Medio,Privada
20782,246,Internado Esc E 996 Villa Mercedes,Basico/Medio,Privada
20783,246,Liceo Tecnico Agricola San Lorencito,Basico/Medio,Publica
20784,248,Escuela Básica Enrique Bernstein Carabantes,Basico/Medio,Publica
20785,248,Liceo Cardenal Antonio Samore,Basico/Medio,Publica
20786,248,Escuela De Educación General Básica El Huachi,Basico/Medio,Publica
20787,248,Escuela Los Boldos,Basico/Medio,Publica
20788,248,Escuela Basica Villacura,Basico/Medio,Publica
20789,248,Escuela Mariano Puga Vega,Basico/Medio,Publica
20790,248,Escuela Basica Manil,Basico/Medio,Publica
20791,248,Pichimininco,Basico/Medio,Privada
20792,248,Escuela Basica Corcovado,Basico/Medio,Publica
20793,248,Escuela Lo Nieve,Basico/Medio,Publica
20794,248,Mininco,Basico/Medio,Privada
20795,248,Escuela Rinconada,Basico/Medio,Publica
20796,248,Escuela San Antonio,Basico/Medio,Privada
20797,248,Escuela Los Notros,Basico/Medio,Publica
20798,248,Escuela Quillaileo,Basico/Medio,Publica
20799,248,Escuela Basica,Basico/Medio,Publica
20800,248,Anexa,Basico/Medio,Privada
20801,248,Escuela Bellavista,Basico/Medio,Privada
20802,248,Centro De Lenguaje Y Aprendizaje,Basico/Medio,Publica
